tpep_pickup_datetime,trip_distance,passenger_count,PULocationID,DOLocationID,fare_amount
2026-01-10 16:06:15,0.4,1.0,170,170,6.5
2026-01-31 00:13:38,1.42,1.0,142,237,12.1
2026-01-20 08:10:31,2.01,1.0,162,142,14.9
2026-01-21 23:50:38,5.79,1.0,170,33,24.0
2026-01-13 19:46:35,0.16,1.0,163,43,3.0
2026-01-30 15:45:51,35.06,1.0,132,1,164.4
2026-01-08 22:05:54,3.7,1.0,211,97,17.0
2026-01-05 15:29:43,7.38,1.0,138,100,65.0
2026-01-21 20:48:03,1.64,1.0,170,141,10.0
2026-01-07 22:57:57,0.69,4.0,114,113,5.8
2026-01-17 15:19:44,1.5,1.0,186,161,12.1
2026-01-01 21:54:41,0.66,1.0,236,236,6.5
2026-01-08 20:04:25,4.56,1.0,13,79,22.6
2026-01-11 14:10:56,10.1,1.0,35,139,37.5
2026-01-15 23:30:43,1.36,1.0,79,148,10.0
2026-01-16 18:08:21,4.7,1.0,246,97,25.5
2026-01-22 14:31:51,4.0,1.0,238,246,19.8
2026-01-23 19:04:28,6.5,1.0,140,213,29.5
2026-01-14 20:40:00,1.49,1.0,164,50,12.8
2026-01-02 22:32:25,1.12,1.0,230,234,11.4
2026-01-31 12:16:03,2.3,1.0,238,163,12.8
2026-01-04 21:40:19,1.96,1.0,238,263,13.5
2026-01-07 22:15:27,2.27,1.0,161,75,14.2
2026-01-15 20:14:08,0.7,1.0,162,229,6.5
2026-01-10 16:37:42,0.3,1.0,237,236,5.1
2026-01-14 18:59:32,1.32,2.0,237,163,11.4
2026-01-30 19:50:23,14.25,1.0,132,260,56.9
2026-01-03 18:36:28,2.87,1.0,144,186,20.5
2026-01-08 10:58:27,3.6,1.0,4,80,23.5
2026-01-14 23:53:22,10.48,1.0,138,229,40.1
2026-01-19 20:51:16,0.64,1.0,142,163,6.5
2026-01-31 02:45:34,2.93,1.0,164,143,16.3
2026-01-17 14:46:50,0.96,1.0,181,181,9.3
2026-01-13 21:04:27,0.9,1.0,68,170,10.7
2026-01-07 22:41:59,1.9,1.0,249,209,10.7
2026-01-24 16:09:08,1.96,1.0,48,68,12.8
2026-01-17 13:32:51,2.3,1.0,239,41,14.2
2026-01-01 00:34:23,0.33,2.0,79,79,5.1
2026-01-15 15:26:49,1.91,1.0,239,236,12.8
2026-01-19 06:52:20,0.63,1.0,186,164,5.8
2026-01-28 18:33:43,2.87,1.0,48,236,18.4
2026-01-02 18:11:19,0.9,1.0,234,170,7.9
2026-01-12 09:53:48,2.6,1.0,48,234,22.6
2026-01-22 12:36:08,1.16,1.0,238,151,8.6
2026-01-05 08:30:57,1.79,1.0,236,161,9.3
2026-01-31 16:08:22,1.4,1.0,230,137,14.9
2026-01-09 15:05:50,2.34,2.0,236,166,20.5
2026-01-08 23:26:35,18.03,2.0,132,144,70.0
2026-01-14 18:30:14,1.24,1.0,162,141,10.7
2026-01-16 23:59:12,1.47,1.0,137,100,12.1
2026-01-28 22:54:38,1.1,1.0,158,246,7.2
2026-01-07 17:42:47,1.84,1.0,236,151,12.8
2026-01-20 10:38:41,1.8,1.0,170,113,13.5
2026-01-01 18:01:09,0.8,1.0,239,142,7.9
2026-01-16 14:49:54,0.98,1.0,230,186,9.3
2026-01-09 12:20:13,12.15,1.0,140,92,51.3
2026-01-13 23:19:49,1.57,1.0,161,163,11.4
2026-01-04 14:12:27,1.16,1.0,237,236,9.3
2026-01-29 21:24:22,0.71,2.0,48,246,10.0
2026-01-23 23:47:48,1.66,1.0,107,68,11.4
2026-01-18 15:46:48,4.84,2.0,144,163,31.7
2026-01-19 16:56:52,8.76,2.0,138,140,38.7
2026-01-28 18:30:07,1.56,1.0,137,90,13.5
2026-01-03 21:44:50,1.2,1.0,161,230,19.8
2026-01-15 11:17:05,1.97,1.0,162,68,20.5
2026-01-03 16:38:53,0.7,1.0,164,90,6.5
2026-01-08 10:10:10,1.27,1.0,237,75,8.6
2026-01-23 09:22:13,0.4,1.0,141,141,5.8
2026-01-20 16:31:56,1.12,1.0,262,236,9.3
2026-01-08 17:32:09,19.74,1.0,132,141,70.0
2026-01-07 13:26:08,1.2,1.0,249,231,8.6
2026-01-05 22:37:20,18.14,1.0,132,65,68.8
2026-01-12 19:19:47,2.19,1.0,162,263,14.2
2026-01-09 22:11:04,1.14,1.0,236,237,9.3
2026-01-10 21:20:13,0.7,1.0,141,237,7.2
2026-01-22 19:56:02,8.6,1.0,186,181,43.6
2026-01-13 22:12:54,2.27,1.0,142,263,13.5
2026-01-03 20:20:42,0.85,1.0,41,74,7.9
2026-01-14 13:30:16,0.95,1.0,237,263,9.3
2026-01-30 20:30:14,1.86,1.0,161,90,14.9
2026-01-19 19:46:14,4.02,1.0,186,238,25.4
2026-01-12 16:39:07,10.13,1.0,246,138,47.8
2026-01-08 08:35:18,11.97,1.0,138,170,50.6
2026-01-10 11:48:45,0.87,1.0,140,141,6.5
2026-01-01 16:58:57,0.71,4.0,161,233,9.3
2026-01-08 18:52:13,7.03,2.0,246,37,37.3
2026-01-18 02:22:39,1.3,1.0,79,107,8.6
2026-01-11 09:40:35,1.32,2.0,237,236,7.9
2026-01-26 12:55:35,1.85,1.0,237,143,13.5
2026-01-05 09:03:36,1.11,1.0,170,234,9.3
2026-01-01 01:07:39,6.9,1.0,148,238,33.8
2026-01-01 02:04:59,1.45,1.0,114,107,10.0
2026-01-28 10:12:43,8.27,1.0,138,262,40.1
2026-01-29 20:34:53,2.63,1.0,43,234,17.7
2026-01-01 21:28:25,8.6,2.0,138,137,34.5
2026-01-24 12:41:37,1.77,1.0,186,48,17.7
2026-01-21 10:23:05,1.4,1.0,237,236,11.4
2026-01-02 15:07:12,12.31,1.0,132,49,59.7
2026-01-20 17:05:06,1.11,1.0,186,163,11.4
2026-01-02 11:45:51,3.7,1.0,138,141,17.0
2026-01-06 09:48:59,2.43,1.0,186,236,19.8
2026-01-06 18:00:21,19.0,1.0,130,14,57.5
2026-01-31 22:28:50,6.2,1.0,107,97,30.3
2026-01-20 08:17:55,2.6,1.0,140,239,19.8
2026-01-16 15:20:56,5.42,1.0,162,144,28.9
2026-01-24 19:01:39,0.9,2.0,48,162,12.8
2026-01-08 01:33:57,0.63,2.0,230,48,6.5
2026-01-23 09:21:03,1.4,1.0,68,158,10.7
2026-01-01 17:54:30,0.6,1.0,48,142,5.8
2026-01-12 21:19:38,2.38,1.0,186,239,15.6
2026-01-12 10:26:50,0.52,1.0,234,113,5.8
2026-01-20 14:33:54,1.05,1.0,229,170,10.0
2026-01-31 02:11:21,1.13,2.0,237,237,8.6
2026-01-30 15:00:36,0.89,2.0,237,162,8.6
2026-01-20 08:26:32,1.8,1.0,233,140,11.4
2026-01-05 19:11:56,17.45,3.0,132,144,66.7
2026-01-11 13:46:12,1.28,1.0,237,236,8.6
2026-01-12 23:48:31,17.96,1.0,132,90,70.0
2026-01-22 18:36:10,0.87,1.0,261,231,6.5
2026-01-09 14:46:54,33.35,1.0,132,265,145.5
2026-01-28 22:07:16,2.17,1.0,234,230,15.6
2026-01-08 17:52:42,1.6,1.0,246,233,14.2
2026-01-03 12:31:56,1.67,1.0,249,229,10.7
2026-01-12 16:05:19,4.11,1.0,234,140,24.0
2026-01-28 07:42:59,1.47,1.0,142,162,12.1
2026-01-30 16:09:52,2.37,3.0,163,107,16.3
2026-01-29 13:52:27,0.63,2.0,237,237,8.6
2026-01-21 15:08:59,0.69,1.0,236,237,10.0
2026-01-16 21:09:05,0.63,2.0,237,237,6.5
2026-01-22 22:44:23,1.5,1.0,230,233,11.4
2026-01-02 19:29:55,4.7,1.0,161,74,25.4
2026-01-02 17:06:28,2.18,1.0,68,224,14.2
2026-01-08 11:10:48,7.5,1.0,26,96,32.5
2026-01-17 11:32:54,1.73,1.0,237,237,11.4
2026-01-11 00:09:10,4.07,1.0,79,236,21.2
2026-01-28 22:03:08,2.1,1.0,249,87,12.1
2026-01-16 13:21:07,1.8,1.0,162,234,15.6
2026-01-28 21:10:45,1.4,1.0,142,161,10.0
2026-01-30 11:07:50,0.9,1.0,230,68,12.8
2026-01-15 20:57:30,0.85,1.0,238,151,5.8
2026-01-06 15:50:58,0.77,1.0,163,170,8.6
2026-01-20 16:35:33,16.75,2.0,132,230,70.0
2026-01-20 19:11:21,1.7,1.0,239,262,12.8
2026-01-31 13:40:04,1.85,1.0,137,237,12.8
2026-01-31 16:52:40,1.02,1.0,234,114,9.3
2026-01-15 06:39:46,12.0,1.0,202,130,41.5
2026-01-09 17:27:20,1.88,1.0,237,236,13.5
2026-01-30 06:44:27,1.4,1.0,170,68,9.3
2026-01-03 18:24:26,3.51,1.0,87,186,21.9
2026-01-02 12:54:39,3.1,1.0,211,230,21.9
2026-01-29 20:36:20,0.88,1.0,141,262,8.6
2026-01-28 17:09:41,1.15,1.0,236,237,13.5
2026-01-19 21:29:00,1.44,1.0,237,161,12.1
2026-01-08 19:14:24,2.66,2.0,13,68,15.6
2026-01-18 09:19:29,1.35,1.0,230,186,8.6
2026-01-06 09:46:22,0.3,1.0,237,263,4.4
2026-01-30 12:52:18,0.69,1.0,162,163,17.0
2026-01-24 22:26:42,5.51,1.0,164,74,27.5
2026-01-05 06:59:38,1.92,1.0,236,162,10.0
2026-01-02 02:21:46,2.3,1.0,114,170,12.8
2026-01-14 21:01:59,15.92,1.0,132,255,59.7
2026-01-14 07:57:17,1.5,1.0,236,237,10.0
2026-01-16 09:46:48,0.7,2.0,48,161,7.9
2026-01-02 20:26:02,11.33,2.0,132,223,43.6
2026-01-21 14:27:02,0.47,2.0,141,237,5.8
2026-01-06 15:19:35,0.64,1.0,141,141,5.8
2026-01-31 12:28:18,1.37,1.0,236,239,11.4
2026-01-23 14:48:23,1.17,1.0,143,239,9.3
2026-01-14 17:21:45,1.88,2.0,237,239,14.2
2026-01-15 07:37:52,0.87,1.0,238,75,8.6
2026-01-28 21:41:33,1.68,2.0,239,263,12.8
2026-01-13 11:15:15,1.61,3.0,234,161,14.9
2026-01-16 09:34:51,0.7,1.0,170,233,11.4
2026-01-15 08:27:44,2.4,1.0,239,140,19.1
2026-01-08 09:01:44,1.51,1.0,170,48,19.8
2026-01-04 19:08:59,9.21,2.0,41,144,42.2
2026-01-31 15:23:21,0.9,1.0,238,143,7.9
2026-01-14 14:22:31,1.22,1.0,170,161,12.8
2026-01-23 13:18:22,0.64,1.0,262,236,7.9
2026-01-22 18:05:31,5.36,1.0,107,112,37.3
2026-01-29 22:59:01,6.43,1.0,100,181,35.2
2026-01-08 21:09:02,1.99,3.0,233,113,13.5
2026-01-12 15:49:48,1.62,1.0,161,141,12.8
2026-01-19 20:12:59,1.0,1.0,170,161,9.3
2026-01-04 11:36:43,1.38,3.0,107,100,10.7
2026-01-13 11:36:56,18.68,1.0,132,263,70.0
2026-01-18 21:06:31,0.89,1.0,161,164,10.0
2026-01-28 17:17:01,0.86,1.0,230,164,11.4
2026-01-23 15:49:25,1.42,1.0,113,231,12.8
2026-01-01 08:15:14,10.1,1.0,143,35,37.5
2026-01-12 12:13:45,0.3,1.0,236,75,5.8
2026-01-17 02:22:51,2.13,1.0,249,246,12.1
2026-01-29 10:14:12,2.21,1.0,236,161,17.7
2026-01-06 06:40:54,0.57,1.0,161,100,6.5
2026-01-22 21:06:20,2.3,1.0,142,170,17.7
2026-01-16 02:38:03,2.9,1.0,263,145,12.8
2026-01-08 08:44:12,1.75,1.0,236,142,10.7
2026-01-01 11:19:27,2.36,3.0,68,229,16.3
2026-01-20 21:32:53,1.95,1.0,262,239,11.4
2026-01-07 16:42:57,1.3,1.0,161,226,14.2
2026-01-05 12:59:35,0.39,1.0,161,230,6.5
2026-01-15 17:39:01,0.4,1.0,107,170,6.5
2026-01-29 19:47:25,0.95,1.0,137,137,8.6
2026-01-06 15:45:16,9.6,1.0,138,238,47.1
2026-01-30 10:35:04,1.17,1.0,141,162,12.8
2026-01-29 13:18:57,0.71,1.0,234,100,14.2
2026-01-11 15:33:56,31.86,1.0,132,265,158.4
2026-01-08 18:05:41,2.02,1.0,231,90,12.1
2026-01-06 18:14:32,10.42,2.0,138,163,45.0
2026-01-30 08:37:23,2.04,1.0,43,166,14.9
2026-01-26 13:20:00,0.4,1.0,237,229,5.1
2026-01-21 20:09:08,7.4,2.0,161,33,36.6
2026-01-13 18:45:23,2.58,2.0,231,137,17.7
2026-01-20 22:34:35,0.8,1.0,141,262,6.5
2026-01-13 12:22:27,0.24,1.0,4,79,4.4
2026-01-07 17:28:14,1.0,1.0,186,170,14.9
2026-01-04 20:19:21,1.02,1.0,113,114,7.2
2026-01-02 17:28:52,2.39,1.0,236,48,17.0
2026-01-12 08:31:23,1.25,1.0,237,236,10.7
2026-01-28 14:40:03,0.32,1.0,249,249,5.8
2026-01-19 15:08:27,8.72,1.0,132,63,38.0
2026-01-31 18:21:57,0.46,2.0,186,48,16.3
2026-01-07 15:39:21,2.93,1.0,107,236,21.9
2026-01-23 18:08:02,1.08,1.0,162,164,10.7
2026-01-10 13:44:29,2.9,1.0,229,75,13.5
2026-01-21 16:54:47,0.8,1.0,237,229,14.2
2026-01-24 19:01:13,2.1,1.0,239,41,13.5
2026-01-24 09:42:57,26.9,1.0,254,55,80.5
2026-01-28 17:11:10,3.5,1.0,161,13,26.8
2026-01-24 16:57:16,12.37,1.0,138,181,54.8
2026-01-06 21:20:10,2.12,1.0,262,229,10.7
2026-01-21 23:09:15,1.5,1.0,164,163,7.9
2026-01-24 11:25:49,1.72,1.0,237,239,14.2
2026-01-29 20:59:54,0.87,1.0,141,229,8.6
2026-01-24 17:15:14,0.52,3.0,74,74,5.8
2026-01-21 15:40:36,3.6,1.0,100,238,27.5
2026-01-22 21:22:36,0.88,1.0,237,236,6.5
2026-01-17 14:39:47,1.11,1.0,100,163,11.4
2026-01-24 13:23:42,7.4,1.0,116,226,30.5
2026-01-14 08:29:33,2.11,1.0,142,141,17.7
2026-01-24 16:14:38,5.3,2.0,65,112,37.3
2026-01-08 16:07:43,2.3,1.0,159,41,20.5
2026-01-29 15:18:24,4.45,1.0,166,140,37.3
2026-01-14 05:04:05,19.18,1.0,230,1,130.4
2026-01-31 22:15:57,0.93,3.0,79,114,11.4
2026-01-05 09:40:32,3.5,1.0,202,229,23.5
2026-01-05 14:12:57,0.19,1.0,237,237,4.4
2026-01-22 09:32:59,1.23,2.0,236,163,11.4
2026-01-10 01:56:36,1.7,1.0,249,209,10.7
2026-01-04 15:17:50,1.61,1.0,237,262,12.8
2026-01-06 10:14:29,21.86,3.0,132,13,70.0
2026-01-24 16:37:27,9.97,2.0,239,138,45.0
2026-01-04 21:54:54,1.26,1.0,141,233,7.2
2026-01-09 10:17:34,0.7,1.0,43,161,7.2
2026-01-09 18:26:16,2.14,2.0,234,43,17.7
2026-01-23 18:16:38,0.64,1.0,263,141,6.5
2026-01-10 21:57:16,6.5,1.0,236,243,29.6
2026-01-16 14:17:57,1.27,1.0,142,238,10.0
2026-01-07 12:10:40,1.16,2.0,237,143,11.4
2026-01-12 12:40:16,0.61,2.0,68,48,7.2
2026-01-13 12:12:45,0.8,1.0,48,143,6.5
2026-01-29 14:45:36,1.0,1.0,79,170,19.1
2026-01-02 14:24:06,1.42,1.0,141,263,8.6
2026-01-12 18:24:04,1.09,3.0,239,236,7.2
2026-01-31 00:16:46,3.16,2.0,79,237,19.1
2026-01-08 16:16:42,16.64,3.0,132,230,70.0
2026-01-30 18:30:44,1.0,1.0,239,151,8.6
2026-01-27 13:23:31,15.33,1.0,237,14,78.6
2026-01-24 13:36:45,2.3,1.0,263,142,20.5
2026-01-08 16:07:56,1.02,3.0,100,161,10.0
2026-01-27 18:39:41,18.0,2.0,237,132,70.0
2026-01-27 18:50:37,0.8,1.0,237,162,9.3
2026-01-03 17:50:19,2.3,3.0,114,161,17.7
2026-01-17 01:30:20,3.57,1.0,114,236,21.2
2026-01-12 22:10:52,2.44,2.0,186,114,13.5
2026-01-11 13:03:03,1.83,1.0,24,43,11.4
2026-01-08 10:08:33,0.77,1.0,141,236,6.5
2026-01-30 16:09:54,2.67,1.0,142,236,18.4
2026-01-21 11:32:47,1.31,1.0,170,186,13.5
2026-01-17 16:33:38,17.38,2.0,90,132,70.0
2026-01-10 17:35:41,1.54,1.0,236,161,14.2
2026-01-10 17:32:19,5.76,1.0,229,256,28.2
2026-01-06 15:36:21,18.8,1.0,132,263,70.0
2026-01-29 08:26:00,1.11,1.0,90,164,8.6
2026-01-13 17:52:15,1.95,1.0,107,232,14.9
2026-01-29 17:30:27,1.51,1.0,234,114,10.7
2026-01-05 21:17:00,10.74,1.0,132,96,40.1
2026-01-12 12:22:00,0.9,1.0,162,233,7.2
2026-01-30 09:27:21,3.46,1.0,140,137,19.8
2026-01-29 19:44:14,19.36,2.0,132,24,90.0
2026-01-12 16:19:46,1.21,1.0,68,163,9.3
2026-01-18 17:36:13,0.41,1.0,148,148,6.5
2026-01-23 20:22:30,1.38,1.0,186,161,9.3
2026-01-18 07:37:27,2.71,1.0,255,37,16.3
2026-01-29 17:50:25,0.55,1.0,236,236,7.9
2026-01-22 23:15:07,17.34,1.0,132,113,70.0
2026-01-08 08:21:14,3.51,1.0,163,265,78.0
2026-01-10 01:46:25,0.78,1.0,249,90,5.8
2026-01-22 11:05:46,1.5,1.0,162,237,14.9
2026-01-08 16:26:17,2.54,1.0,137,262,13.5
2026-01-03 11:51:37,0.8,1.0,186,68,6.5
2026-01-04 01:18:06,1.25,2.0,90,249,7.2
2026-01-18 16:58:53,2.23,1.0,237,230,15.6
2026-01-20 17:27:30,2.8,1.0,162,68,26.1
2026-01-16 09:24:06,2.6,1.0,162,114,20.5
2026-01-09 15:42:35,1.69,1.0,142,24,11.4
2026-01-23 23:00:38,0.94,1.0,114,113,7.9
2026-01-20 12:26:14,4.4,2.0,163,125,46.8
2026-01-02 18:29:05,3.58,4.0,125,48,25.4
2026-01-20 18:07:34,13.8,1.0,175,65,44.5
2026-01-05 20:06:25,4.04,1.0,141,202,19.8
2026-01-12 13:31:58,0.3,2.0,236,236,5.1
2026-01-06 06:41:53,15.71,1.0,132,145,66.7
2026-01-18 14:12:17,2.1,1.0,114,261,13.5
2026-01-05 11:52:43,4.14,3.0,230,148,26.1
2026-01-05 13:25:15,0.6,1.0,142,142,6.5
2026-01-27 14:46:54,0.89,1.0,107,162,11.4
2026-01-16 23:11:17,0.8,1.0,211,125,8.6
2026-01-31 15:24:19,2.3,1.0,79,162,14.9
2026-01-30 16:46:05,1.91,1.0,239,262,16.3
2026-01-26 21:45:17,0.74,1.0,239,142,7.2
2026-01-12 10:22:51,0.45,1.0,68,230,10.7
2026-01-14 18:43:34,2.46,1.0,144,164,16.3
2026-01-25 13:26:36,1.77,4.0,237,238,13.5
2026-01-29 07:20:44,1.12,1.0,100,162,16.3
2026-01-15 15:50:26,2.06,1.0,237,238,14.9
2026-01-08 17:13:11,1.05,1.0,186,48,10.0
2026-01-18 00:10:02,0.72,1.0,148,148,7.2
2026-01-17 15:57:48,1.08,1.0,163,100,10.7
2026-01-05 16:25:00,2.17,4.0,80,79,87.0
2026-01-18 19:21:54,1.99,1.0,249,246,13.5
2026-01-11 21:06:48,2.33,1.0,100,114,13.5
2026-01-27 19:24:19,0.82,1.0,217,217,12.8
2026-01-09 08:14:48,17.48,1.0,132,164,70.0
2026-01-21 08:39:44,1.6,1.0,237,164,16.3
2026-01-24 20:01:11,0.4,1.0,249,68,5.8
2026-01-06 19:55:14,0.66,1.0,170,161,7.2
2026-01-15 18:33:29,4.11,1.0,186,239,21.2
2026-01-12 14:02:45,1.13,1.0,231,113,10.7
2026-01-20 12:16:27,1.1,2.0,75,237,11.4
2026-01-23 18:34:13,0.18,2.0,186,186,4.4
2026-01-30 09:46:35,4.5,1.0,35,181,24.5
2026-01-16 16:30:30,2.74,1.0,236,50,19.1
2026-01-31 22:48:30,2.73,1.0,161,262,18.4
2026-01-01 16:14:52,0.81,3.0,211,45,7.9
2026-01-10 19:52:25,1.79,1.0,141,162,11.4
2026-01-30 11:34:33,1.0,1.0,13,231,9.3
2026-01-05 12:33:16,0.75,2.0,142,143,6.5
2026-01-23 14:45:01,3.3,1.0,137,239,22.5
2026-01-17 21:22:44,1.68,1.0,230,230,12.8
2026-01-17 00:51:02,0.96,1.0,262,140,6.5
2026-01-29 17:07:23,2.85,1.0,246,211,21.9
2026-01-29 08:02:56,0.6,1.0,231,249,6.5
2026-01-24 10:11:20,1.47,1.0,263,237,10.7
2026-01-03 20:52:46,1.71,2.0,142,140,13.5
2026-01-20 18:25:21,0.42,2.0,163,230,7.2
2026-01-13 07:29:01,1.2,1.0,263,75,8.6
2026-01-08 13:22:15,1.6,1.0,162,236,11.4
2026-01-17 21:47:27,2.57,1.0,263,74,13.5
2026-01-03 11:09:10,1.6,1.0,163,170,9.3
2026-01-25 02:09:17,0.9,2.0,113,234,7.9
2026-01-15 21:02:18,1.57,1.0,237,236,10.0
2026-01-27 22:53:48,3.0,1.0,163,262,17.7
2026-01-05 20:51:11,3.8,1.0,237,68,20.5
2026-01-14 14:03:16,1.8,1.0,161,68,14.2
2026-01-12 07:15:39,3.2,1.0,162,231,17.7
2026-01-12 07:15:22,1.27,1.0,151,239,8.6
2026-01-11 16:50:23,20.56,1.0,132,265,130.0
2026-01-04 12:25:31,0.6,2.0,237,263,7.9
2026-01-20 22:55:13,1.1,1.0,237,236,6.5
2026-01-15 11:15:47,0.73,2.0,186,170,15.6
2026-01-07 22:30:31,0.87,1.0,230,50,7.9
2026-01-15 12:30:12,0.7,2.0,237,236,7.9
2026-01-22 17:02:39,2.85,1.0,43,186,25.4
2026-01-13 10:45:21,1.1,1.0,236,237,10.7
2026-01-17 13:09:18,2.27,4.0,239,162,14.9
2026-01-14 13:45:30,1.26,3.0,140,229,14.2
2026-01-04 18:34:27,1.6,5.0,142,246,10.0
2026-01-21 10:24:03,1.1,1.0,140,236,9.3
2026-01-23 13:33:39,0.59,1.0,239,142,7.2
2026-01-18 02:54:14,0.98,1.0,114,231,8.6
2026-01-29 20:47:28,2.15,1.0,234,148,14.2
2026-01-30 10:11:14,2.32,1.0,186,114,17.7
2026-01-01 23:44:02,17.82,1.0,1,48,70.0
2026-01-27 10:32:44,0.8,1.0,162,48,13.5
2026-01-28 18:07:50,1.88,1.0,142,236,13.5
2026-01-27 15:19:28,0.9,1.0,143,239,8.6
2026-01-27 17:26:58,13.07,2.0,138,265,82.1
2026-01-03 23:02:51,0.7,1.0,234,170,6.5
2026-01-03 07:23:36,0.89,2.0,230,68,7.2
2026-01-17 08:52:19,1.61,1.0,170,237,9.3
2026-01-27 20:47:58,1.6,1.0,162,142,12.8
2026-01-06 10:09:07,0.94,1.0,151,75,10.7
2026-01-05 10:21:55,3.7,1.0,244,151,23.5
2026-01-06 07:49:43,1.11,4.0,263,236,9.3
2026-01-10 20:17:31,1.62,2.0,161,142,13.5
2026-01-10 09:46:35,2.04,1.0,143,43,11.4
2026-01-20 21:02:21,2.66,1.0,230,236,13.5
2026-01-13 16:13:22,0.37,1.0,161,161,5.1
2026-01-27 21:50:37,17.38,1.0,132,90,70.0
2026-01-24 00:04:13,1.17,1.0,79,148,11.4
2026-01-01 04:59:15,0.84,1.0,48,142,6.5
2026-01-31 13:59:33,1.13,1.0,74,263,7.9
2026-01-12 07:37:11,1.37,1.0,41,116,10.0
2026-01-27 14:40:54,0.9,1.0,68,246,11.4
2026-01-11 12:33:44,2.76,1.0,233,158,20.5
2026-01-29 20:42:16,1.6,1.0,43,141,15.6
2026-01-26 15:54:45,0.49,1.0,143,48,5.8
2026-01-15 07:09:45,1.52,1.0,107,68,12.1
2026-01-20 15:42:35,13.88,1.0,70,265,59.7
2026-01-05 18:39:46,2.28,1.0,170,79,14.2
2026-01-04 16:33:22,8.03,1.0,138,137,31.0
2026-01-29 13:26:45,10.32,1.0,138,113,49.2
2026-01-04 10:26:57,16.46,1.0,43,132,70.0
2026-01-23 11:52:54,5.85,1.0,237,113,35.9
2026-01-29 14:22:46,1.35,1.0,48,68,14.2
2026-01-09 11:40:56,1.1,1.0,137,229,7.9
2026-01-20 11:27:38,10.04,1.0,138,65,41.5
2026-01-23 23:21:23,0.31,1.0,42,41,4.4
2026-01-24 19:53:35,11.0,1.0,51,42,39.5
2026-01-09 23:06:03,1.17,1.0,236,229,7.9
2026-01-20 12:45:57,0.78,1.0,161,237,11.4
2026-01-03 11:51:35,11.69,2.0,70,161,49.9
2026-01-08 08:13:01,10.7,1.0,95,43,39.5
2026-01-16 18:54:47,0.4,4.0,238,151,5.1
2026-01-01 19:16:36,0.43,1.0,170,100,7.9
2026-01-04 20:03:52,2.8,1.0,144,100,16.3
2026-01-23 20:28:58,1.67,1.0,163,236,9.3
2026-01-28 12:05:52,1.54,1.0,233,140,29.6
2026-01-07 21:30:26,2.0,1.0,142,140,12.1
2026-01-29 14:06:15,2.09,1.0,43,141,18.4
2026-01-03 12:26:40,3.1,1.0,132,132,14.9
2026-01-17 02:27:26,3.3,1.0,125,246,16.3
2026-01-08 10:00:48,20.19,2.0,132,237,70.0
2026-01-03 17:00:06,1.7,3.0,100,114,13.5
2026-01-29 08:13:43,0.63,1.0,74,74,7.2
2026-01-20 16:57:56,0.85,1.0,142,230,9.3
2026-01-01 03:31:33,4.8,1.0,113,239,25.4
2026-01-07 08:06:14,2.35,1.0,249,163,14.9
2026-01-16 12:06:24,0.1,1.0,100,48,3.0
2026-01-23 09:44:37,2.02,1.0,246,162,18.4
2026-01-20 20:22:10,2.25,1.0,158,261,14.2
2026-01-13 16:00:55,0.4,1.0,170,137,5.1
2026-01-24 19:35:54,0.74,1.0,186,68,7.2
2026-01-26 12:26:04,1.83,1.0,236,229,13.5
2026-01-11 21:40:47,1.99,1.0,140,239,13.5
2026-01-21 10:50:51,2.15,1.0,163,236,17.0
2026-01-11 15:46:50,1.07,3.0,100,163,12.1
2026-01-01 13:40:14,2.0,4.0,163,246,25.5
2026-01-01 18:53:20,0.65,1.0,239,142,5.8
2026-01-27 16:56:37,2.95,1.0,186,162,39.4
2026-01-12 19:33:57,1.81,1.0,161,170,14.2
2026-01-30 12:07:27,0.96,1.0,236,236,14.9
2026-01-29 14:25:17,1.0,1.0,137,233,12.1
2026-01-17 21:06:56,0.82,1.0,148,79,9.3
2026-01-08 17:52:27,2.04,1.0,100,237,15.6
2026-01-16 12:31:15,3.94,2.0,163,179,22.6
2026-01-08 14:31:27,2.6,1.0,161,238,19.1
2026-01-21 13:46:07,1.19,1.0,238,142,10.0
2026-01-18 11:16:04,2.42,1.0,239,41,15.6
2026-01-24 16:22:48,1.17,2.0,238,43,10.7
2026-01-22 14:24:28,1.5,1.0,163,236,17.0
2026-01-27 15:43:21,15.2,1.0,138,209,65.3
2026-01-24 18:35:31,1.7,1.0,246,211,17.0
2026-01-28 15:16:08,1.85,1.0,163,43,16.3
2026-01-06 18:05:23,1.0,1.0,229,237,8.6
2026-01-31 16:04:08,2.02,1.0,186,79,16.3
2026-01-30 20:39:56,4.26,1.0,107,112,30.3
2026-01-04 10:24:35,7.1,1.0,77,130,33.5
2026-01-07 17:32:30,0.5,1.0,236,236,7.9
2026-01-20 14:05:52,2.42,1.0,236,166,14.2
2026-01-29 08:40:38,10.73,1.0,132,39,44.3
2026-01-05 09:34:46,0.3,1.0,237,237,6.5
2026-01-12 11:51:57,0.67,1.0,233,161,9.3
2026-01-24 19:02:20,24.5,1.0,117,68,70.5
2026-01-20 05:17:46,11.4,1.0,167,137,38.5
2026-01-06 19:43:33,1.13,1.0,246,230,10.7
2026-01-19 19:14:00,2.2,1.0,186,144,13.5
2026-01-20 21:04:44,1.72,1.0,79,164,11.4
2026-01-10 12:46:17,3.45,1.0,143,68,19.1
2026-01-13 21:40:51,1.48,1.0,68,170,10.7
